sample_id,marker_id,source,marker_cam_x_m,marker_cam_y_m,marker_cam_z_m,marker_cam_qw,marker_cam_qx,marker_cam_qy,marker_cam_qz,stick_base_x_m,stick_base_y_m,stick_base_z_m,stick_base_qw,stick_base_qx,stick_base_qy,stick_base_qz
1,0,DUAL,-0.03529310323229033,-0.05047716219233407,0.3871088631518288,-0.3159165843237801,0.603993483153795,0.6177306246907189,0.3921701918506254,0.1816102748466731,-0.044718290233728544,0.1005593628704512,0.03005441294206431,-0.1313486397504712,-0.04151594696537454,0.9900104510791677
2,1,DUAL,0.08940917869341362,-0.05992312865358431,0.39872180190330164,0.21341422792704043,0.7043940183791793,0.6601884524561672,-0.1497819796686792,0.1816102748466731,-0.044718290233728544,0.1005593628704512,0.03005441294206431,-0.1313486397504712,-0.04151594696537454,0.9900104510791677
3,0,DUAL,-0.027778007183621698,-0.05497565758121783,0.38447191812539383,-0.14502432402369397,0.6904630792437312,0.6737213861146345,0.21983670197333158,0.18604710027543586,-0.05218168786184928,0.09893273108164047,0.010934444883735578,0.13150506191198535,-0.04910332398293516,0.9900382417767691
4,1,DUAL,0.09662140430127919,-0.06603838371048329,0.397781605463889,0.3738455827014304,0.6436790287903745,0.578940448870297,-0.33278333018942935,0.18604710027543586,-0.05218168786184928,0.09893273108164047,0.010934444883735578,0.13150506191198535,-0.04910332398293516,0.9900382417767691
5,0,TRUSTED_SINGLE_HISTORY,-0.027293474246747593,-0.057495264345653704,0.38730705578415364,-0.11508197961636207,0.7115898984613622,0.6909962389238847,0.05403843232712412,0.1944863001259782,-0.05341105639138772,0.10899843530327609,-0.02782612266575847,0.27000953365455105,0.03830943740103542,0.9616927501229579
6,0,TRUSTED_SINGLE_HISTORY,-0.02801330545070019,-0.06373011432689585,0.3957516904680179,-0.3433469566531741,0.5997145503699828,0.5988568526497509,0.40475399376160265,0.18751551175100686,-0.052364738733638345,0.08645341551267362,0.016349058863709007,-0.16369097028552407,-0.03576413953022747,0.9857275997175474
7,0,DUAL,-0.03342630921993185,-0.05645745702310968,0.3878846917042853,-0.2696669248958098,0.6817194238491813,0.6075977738442012,0.3055541228384079,0.19562464048945113,-0.0465582303292222,0.0969170663469548,-0.037788141272428626,-0.025945246070796627,-0.03904571419251715,0.9981855202259232
8,1,DUAL,0.09064914397146617,-0.07595089625329017,0.38807308724494377,0.23895350129965187,0.698107747729701,0.6203196893416629,-0.26598924751099307,0.19562464048945113,-0.0465582303292222,0.0969170663469548,-0.037788141272428626,-0.025945246070796627,-0.03904571419251715,0.9981855202259232
9,0,DUAL,-0.03593366965636126,-0.05614605226388518,0.38707264819874093,-0.366530281656635,0.6043928941428869,0.5602139047893315,0.43188559019604106,0.19411655632698518,-0.04402231281209999,0.09645967450941317,-0.011067991270895269,-0.20565028227717236,-0.05008449189107351,0.9772804124920131
10,1,DUAL,0.08839801668405557,-0.0736582445353064,0.3901874632168352,0.13695535846371368,0.7327595065299746,0.655307020773546,-0.12198132604182971,0.19411655632698518,-0.04402231281209999,0.09645967450941317,-0.011067991270895269,-0.20565028227717236,-0.05008449189107351,0.9772804124920131
11,1,TRUSTED_SINGLE_HISTORY,0.08782685132037879,-0.07055465051426489,0.3958440387437449,-0.008256119689037842,0.7439844672900382,0.6658741919781809,0.05505006245449071,0.18915766955893726,-0.04329312321628406,0.09418637247899153,0.008507594907537995,-0.4222214737841537,-0.059215040502559796,0.9045165708170894
12,1,TRUSTED_SINGLE_HISTORY,0.07952377180477664,-0.07700065491190836,0.3984611851876175,-0.20129861467916754,0.7030522394885674,0.6006336791030795,0.32316497304853015,0.19296047098949587,-0.03517509899747852,0.09035838815400912,0.04958843911742014,-0.6951397988239653,-0.09596703463111426,0.7107123011887336
13,1,TRUSTED_SINGLE_HISTORY,0.07785245668622262,-0.08176610363649556,0.3994095531130127,-0.2996467670399003,0.6633965489221998,0.5379295389464278,0.42514543983151787,0.19435699468917264,-0.03367032477324502,0.08644042150843684,-0.045154344824495284,0.7984093675642928,0.11244729459722236,-0.5897958738977597
14,1,TRUSTED_SINGLE_HISTORY,0.07513892837742615,-0.08311632257610395,0.39637969616178337,-0.3936851447910293,0.6078400188320553,0.4676628121826819,0.5067879362992954,0.196403446696311,-0.03097306021179004,0.08663990871968862,-0.03258935269927625,0.8791889313807825,0.11921111664727257,-0.4601667813911283
